step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
512,17968,512,0.0049385190708084534,1.0,1.0
513,17993,513,0.012547671824553009,1.0,1.0
514,18026,514,0.02045368431534371,1.0,1.0
515,18075,515,0.11013971955397968,0.0,0.9714285714285714
516,18124,516,0.16015545425973413,0.0,0.925
517,18165,517,0.018240566696747226,1.0,1.0
518,18190,518,0.009539291094185576,1.0,1.0
519,18223,519,0.093620053379218,0.0,0.9565217391304348
520,18264,520,0.08044549188610109,0.0,0.9714285714285714
521,18297,521,0.010303157374696639,1.0,1.0
522,18330,522,0.06550013963479628,1.0,1.0
523,18355,523,0.05376498065571165,1.0,1.0
524,18388,524,0.1402447859622066,0.0,0.9523809523809523
525,18413,525,0.018699392573507792,1.0,1.0
526,18454,526,0.039695078919590746,1.0,1.0
527,18495,527,0.35339473972696656,0.0,0.8275862068965517
528,18528,528,0.38297443164789,0.0,0.875
529,18577,529,0.04598258386657089,1.0,1.0
530,18618,530,0.044235112564863815,0.0,0.9629629629629629
531,18659,531,0.19146051122480162,0.0,0.96875
532,18684,532,0.09855833042290366,0.0,0.9285714285714286
533,18725,533,0.05725019152000095,0.0,0.9642857142857143
534,18758,534,0.06601482472935827,1.0,1.0
535,18791,535,0.025570827679375727,1.0,1.0
536,18840,536,0.05918988145622548,1.0,1.0
537,18881,537,0.06626225091568586,0.0,0.9642857142857143
538,18922,538,0.07756093531562419,0.0,0.9642857142857143
539,18947,539,0.013712693374424512,1.0,1.0
540,18988,540,0.0818476857514761,0.0,0.9629629629629629
541,19037,541,0.160018126018064,0.0,0.9428571428571428
542,19078,542,0.014422018427694638,1.0,1.0
543,19103,543,0.17075379329077614,0.0,0.8666666666666667
544,19128,544,0.12070332588994764,0.0,0.9411764705882353
545,19169,545,0.06799429533302802,1.0,1.0
546,19210,546,0.0630086273921279,1.0,1.0
547,19243,547,0.06043071051937659,1.0,1.0
548,19268,548,0.02447009512979207,1.0,1.0
549,19309,549,0.18121064806800927,0.0,0.90625
550,19342,550,0.018087008581886988,1.0,1.0
551,19367,551,0.006286634685806878,1.0,1.0
552,19408,552,0.09026565071482145,0.0,0.96875
553,19433,553,0.023856100764072227,1.0,1.0
554,19458,554,0.011368828040237228,1.0,1.0
555,19499,555,0.036533247661648664,1.0,1.0
556,19524,556,0.03797626144082945,1.0,1.0
557,19557,557,0.015938688587616524,1.0,1.0
558,19582,558,0.022446702523793646,1.0,1.0
559,19623,559,0.06468956839324529,0.0,0.9642857142857143
560,19664,560,1.7924701570172765,0.0,0.6764705882352942
561,19721,561,0.048682697500374995,0.0,0.9772727272727273
562,19762,562,0.05339661391801929,0.0,0.9629629629629629
563,19803,563,0.24433920069764758,0.0,0.9117647058823529
564,19836,564,0.020301874731693488,1.0,1.0
565,19861,565,0.008450403254920028,1.0,1.0
566,19894,566,0.03602342675540143,0.0,0.9583333333333334
567,19927,567,0.0873645197714177,0.0,0.9523809523809523
568,19952,568,0.006843209981307533,1.0,1.0
569,19993,569,0.08784783547166808,0.0,0.92
570,20018,570,0.0035341747488109834,1.0,1.0
571,20075,571,0.19791987025767532,0.0,0.9333333333333333
572,20116,572,0.09060184658158345,0.0,0.9629629629629629
573,20157,573,0.059863378553543956,1.0,1.0
574,20198,574,0.025396310391108276,1.0,1.0
575,20239,575,0.23041277560006007,0.0,0.9310344827586207
576,20264,576,0.009155383556613899,1.0,1.0
577,20297,577,0.02131109026422017,1.0,1.0
578,20330,578,0.10220114050562756,0.0,0.9545454545454546
579,20355,579,0.004165224525648909,1.0,1.0
580,20388,580,0.04383818799093575,1.0,1.0
581,20429,581,0.09858538320047774,0.0,0.9259259259259259
582,20462,582,0.052771567809363325,1.0,1.0
583,20495,583,0.02572661929248966,1.0,1.0
584,20536,584,0.10976778898431441,0.0,0.9393939393939394
585,20577,585,0.06094121888190421,0.0,0.9666666666666667
586,20618,586,0.030216380925949127,1.0,1.0
587,20659,587,0.15766214059466632,0.0,0.9130434782608695
588,20692,588,0.13658318695235153,0.0,0.9565217391304348
589,20741,589,0.06728690345346583,0.0,0.9444444444444444
590,20758,590,0.005497082890243377,1.0,1.0
591,20783,591,0.0892567192711983,0.0,0.8823529411764706
592,20800,592,0.012562794943951305,1.0,1.0
593,20833,593,0.06133888515517356,0.0,0.96
594,20858,594,0.0037976638337609827,1.0,1.0
595,20891,595,0.0038873126570240397,1.0,1.0
596,20940,596,0.14883448266876712,0.0,0.9032258064516129
597,20989,597,0.11673867251779048,0.0,0.975609756097561
598,21014,598,0.02535855026868603,1.0,1.0
599,21039,599,0.01960307121153164,1.0,1.0
600,21080,600,0.12161741030575286,0.0,0.967741935483871
601,21113,601,0.0318401310897093,1.0,1.0
602,21146,602,0.054277706251774874,0.0,0.9523809523809523
603,21179,603,0.17100672074483556,0.0,0.9565217391304348
604,21220,604,0.08175043461470381,0.0,0.9629629629629629
605,21253,605,0.06737232257356254,1.0,1.0
606,21270,606,0.04160219559864345,1.0,1.0
607,21311,607,0.35601874171327835,0.0,0.8333333333333334
608,21352,608,0.10940626882724427,0.0,0.9259259259259259
609,21377,609,0.04144953678024649,1.0,1.0
610,21418,610,0.09562771167105076,0.0,0.9642857142857143
611,21443,611,0.018190075590217323,1.0,1.0
612,21476,612,0.0649032300642466,1.0,1.0
613,21509,613,0.00495778371625164,1.0,1.0
614,21542,614,0.09369045221155715,0.0,0.9523809523809523
615,21591,615,0.2524794299153412,0.0,0.925
616,21632,616,0.10116853859266849,1.0,1.0
617,21657,617,0.005637745280797806,1.0,1.0
618,21698,618,0.1666654740821823,0.0,0.9285714285714286
619,21723,619,0.01292452567422515,1.0,1.0
620,21764,620,0.09271995086780771,1.0,1.0
621,21813,621,0.02006329248357569,1.0,1.0
622,21854,622,0.1358872214801121,0.0,0.96875
623,21903,623,0.18914486076228215,0.0,0.918918918918919
624,21920,624,0.300309669822052,0.0,0.8333333333333334
625,21945,625,0.010325967838725773,1.0,1.0
626,21994,626,0.09083062403469096,0.0,0.975609756097561
627,22027,627,0.06052153027996951,0.0,0.9444444444444444
628,22052,628,0.005000288670499913,1.0,1.0
629,22093,629,0.07475368484350105,0.0,0.9655172413793104
630,22126,630,0.03917938520065945,1.0,1.0
631,22151,631,0.03426468060959915,1.0,1.0
632,22192,632,0.10252010866431192,1.0,1.0
633,22217,633,0.07422915737957131,1.0,1.0
634,22258,634,0.06005064857995604,0.0,0.96875
635,22291,635,0.044238888542313365,1.0,1.0
636,22324,636,0.005844164388727791,1.0,1.0
637,22357,637,0.13606002967213393,0.0,0.9047619047619048
638,22390,638,0.18762457065779245,0.0,0.9615384615384616
639,22431,639,0.24454281697726402,0.0,0.9090909090909091
640,22472,640,0.020577266057641,1.0,1.0
641,22513,641,0.08885108109798603,0.0,0.9655172413793104
642,22554,642,0.003460058505834582,1.0,1.0
643,22595,643,0.06681322238102438,0.0,0.9615384615384616
644,22636,644,0.09345517602464315,0.0,0.9629629629629629
645,22661,645,0.016378902998861425,1.0,1.0
646,22694,646,0.04563225028669194,1.0,1.0
647,22727,647,0.014000065664017711,1.0,1.0
648,22752,648,0.015837033755607306,1.0,1.0
649,22793,649,0.03447731240104207,1.0,1.0
650,22826,650,0.2322468827324337,0.0,0.8846153846153846
651,22867,651,0.027859965376072073,1.0,1.0
652,22892,652,0.00726198962988292,1.0,1.0
653,22917,653,0.00657166316368034,1.0,1.0
654,22950,654,0.04440560444634684,1.0,1.0

